"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
97.7,760,0.055,0.12,+-0.02,+-2,+-1%,+-1%
95.65,760,0.096,0.2,+-0.02,+-2,+-1%,+-1%
95.15,760,0.11,0.225,+-0.02,+-2,+-1%,+-1%
92.99,760,0.165,0.32,+-0.02,+-2,+-1%,+-1%
90.72,760,0.22,0.405,+-0.02,+-2,+-1%,+-1%
89.79,760,0.25,0.435,+-0.02,+-2,+-1%,+-1%
87.14,760,0.33,0.54,+-0.02,+-2,+-1%,+-1%
85.62,760,0.37,0.595,+-0.02,+-2,+-1%,+-1%
83.98,760,0.425,0.65,+-0.02,+-2,+-1%,+-1%
82.93,760,0.46,0.68,+-0.02,+-2,+-1%,+-1%
81.96,760,0.495,0.72,+-0.02,+-2,+-1%,+-1%
81.67,760,0.51,0.73,+-0.02,+-2,+-1%,+-1%
80.62,760,0.56,0.76,+-0.02,+-2,+-1%,+-1%
80.5,760,0.57,0.765,+-0.02,+-2,+-1%,+-1%
79.51,760,0.6,0.79,+-0.02,+-2,+-1%,+-1%
77.63,760,0.675,0.845,+-0.02,+-2,+-1%,+-1%
77.28,760,0.69,0.85,+-0.02,+-2,+-1%,+-1%
76.17,760,0.74,0.88,+-0.02,+-2,+-1%,+-1%
74.35,760,0.825,0.926,+-0.02,+-2,+-1%,+-1%
73.32,760,0.88,0.951,+-0.02,+-2,+-1%,+-1%
