"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
3.23,70.204,0.0,,,0.01,,
3.23,82.14,0.025,,,0.01,,
3.23,84.606,0.038,,,0.01,,
3.23,87.205,0.06,,,0.01,,
3.23,89.668,0.102,,,0.01,,
3.23,91.88,0.17,,,0.01,,
3.23,94.015,0.27,,,0.01,,
3.23,94.899,0.329,,,0.01,,
3.23,95.379,0.416,,,0.01,,
3.23,95.994,0.543,,,0.01,,
3.23,96.955,0.632,,,0.01,,
3.23,98.781,0.727,,,0.01,,
3.23,100.855,0.805,,,0.01,,
3.23,103.62,0.89,,,0.01,,
3.23,106.364,0.966,,,0.01,,
3.23,107.554,1.0,,,0.01,,
