"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.19,0.582,0.7951,,0.02,0.005,0.001,0.001
283.29,0.657,0.7951,,0.02,0.005,0.001,0.001
293.15,0.797,0.7951,,0.02,0.005,0.001,0.001
303.32,0.962,0.7951,,0.02,0.005,0.001,0.001
313.02,1.122,0.7951,,0.02,0.005,0.001,0.001
323.19,1.317,0.7951,,0.02,0.005,0.001,0.001
333.15,1.507,0.7951,,0.02,0.005,0.001,0.001
343.26,1.717,0.7951,,0.02,0.005,0.001,0.001
353.31,1.932,0.7951,,0.02,0.005,0.001,0.001
363.77,2.162,0.7951,,0.02,0.005,0.001,0.001
373.73,2.382,0.7951,,0.02,0.005,0.001,0.001
383.7,2.602,0.7951,,0.02,0.005,0.001,0.001
393.67,2.827,0.7951,,0.02,0.005,0.001,0.001
403.7,3.057,0.7951,,0.02,0.005,0.001,0.001
413.68,3.292,0.7951,,0.02,0.005,0.001,0.001
423.64,3.512,0.7951,,0.02,0.005,0.001,0.001
433.62,3.753,0.7951,,0.02,0.005,0.001,0.001
443.64,3.978,0.7951,,0.02,0.005,0.001,0.001
453.64,4.213,0.7951,,0.02,0.005,0.001,0.001
463.52,4.443,0.7951,,0.02,0.005,0.001,0.001
473.48,4.664,0.7951,,0.02,0.005,0.001,0.001
483.28,4.884,0.7951,,0.02,0.005,0.001,0.001
493.24,5.099,0.7951,,0.02,0.005,0.001,0.001
502.95,5.289,0.7951,,0.02,0.005,0.001,0.001
512.68,5.464,0.7951,,0.02,0.005,0.001,0.001
