"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
56.5,100.1,0.959,0.981,0.1,0.5,0.001,0.001
57.3,100.1,0.908,0.956,0.1,0.5,0.001,0.001
58.2,100.1,0.858,0.931,0.1,0.5,0.001,0.001
59.2,100.1,0.803,0.901,0.1,0.5,0.001,0.001
59.9,100.1,0.768,0.881,0.1,0.5,0.001,0.001
61.0,100.1,0.709,0.845,0.1,0.5,0.001,0.001
62.4,100.1,0.642,0.801,0.1,0.5,0.001,0.001
63.3,100.1,0.597,0.769,0.1,0.5,0.001,0.001
64.5,100.1,0.543,0.728,0.1,0.5,0.001,0.001
65.9,100.1,0.486,0.68,0.1,0.5,0.001,0.001
67.4,100.2,0.426,0.624,0.1,0.5,0.001,0.001
68.5,99.9,0.38,0.578,0.1,0.5,0.001,0.001
69.3,99.9,0.351,0.547,0.1,0.5,0.001,0.001
70.8,99.9,0.295,0.482,0.1,0.5,0.001,0.001
72.5,99.9,0.237,0.407,0.1,0.5,0.001,0.001
74.1,100.2,0.187,0.336,0.1,0.5,0.001,0.001
76.3,100.1,0.119,0.227,0.1,0.5,0.001,0.001
77.1,100.1,0.093,0.182,0.1,0.5,0.001,0.001
78.6,100.1,0.05,0.102,0.1,0.5,0.001,0.001
