"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
90.5,760,0.013,0.205,+-0.1,+-0.4,,
85.0,760,0.023,0.33,+-0.1,+-0.4,,
85.6,760,0.025,0.36,+-0.1,+-0.4,,
76.8,760,0.051,0.49,+-0.1,+-0.4,,
75.6,760,0.083,0.535,+-0.1,+-0.4,,
72.0,760,0.128,0.57,+-0.1,+-0.4,,
73.3,760,0.181,0.58,+-0.1,+-0.4,,
72.4,760,0.241,0.59,+-0.1,+-0.4,,
71.6,760,0.309,0.605,+-0.1,+-0.4,,
71.4,760,0.406,0.625,+-0.1,+-0.4,,
71.1,760,0.546,0.635,+-0.1,+-0.4,,
71.4,760,0.61,0.648,+-0.1,+-0.4,,
71.2,760,0.66,0.653,+-0.1,+-0.4,,
71.3,760,0.679,0.66,+-0.1,+-0.4,,
71.3,760,0.69,0.666,+-0.1,+-0.4,,
71.2,760,0.742,0.678,+-0.1,+-0.4,,
71.5,760,0.821,0.7,+-0.1,+-0.4,,
71.9,760,0.88,0.732,+-0.1,+-0.4,,
72.1,760,0.886,0.732,+-0.1,+-0.4,,
72.5,760,0.91,0.76,+-0.1,+-0.4,,
74.5,760,0.961,0.847,+-0.1,+-0.4,,
74.3,760,0.961,0.837,+-0.1,+-0.4,,
75.4,760,0.969,0.881,+-0.1,+-0.4,,
