"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
338.15,49.33,0.001,0.014,+-0.01,+-0.007,+-0.01,+-0.01
338.15,52.52,0.008,0.079,+-0.01,+-0.007,+-0.01,+-0.01
338.15,55.6,0.013,0.13,+-0.01,+-0.007,+-0.01,+-0.01
338.15,62.42,0.031,0.237,+-0.01,+-0.007,+-0.01,+-0.01
338.15,70.07,0.053,0.333,+-0.01,+-0.007,+-0.01,+-0.01
338.15,84.23,0.111,0.47,+-0.01,+-0.007,+-0.01,+-0.01
338.15,93.85,0.18,0.537,+-0.01,+-0.007,+-0.01,+-0.01
338.15,97.26,0.2,0.553,+-0.01,+-0.007,+-0.01,+-0.01
338.15,100.13,0.245,0.585,+-0.01,+-0.007,+-0.01,+-0.01
338.15,103.33,0.28,0.605,+-0.01,+-0.007,+-0.01,+-0.01
