"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
60.7,2.615,0.2228,0.9745,,,,
60.7,3.353,0.2832,0.9785,,,,
60.7,4.084,0.3422,0.9807,,,,
60.7,4.753,0.3972,0.9821,,,,
60.7,5.304,0.4404,0.9827,,,,
60.7,6.063,0.5007,0.983,,,,
60.7,6.828,0.5612,0.9826,,,,
60.7,7.421,0.6078,0.9825,,,,
60.7,8.2,0.6686,0.9812,,,,
60.7,8.758,0.7173,0.9793,,,,
60.7,9.448,0.7816,0.9751,,,,
60.7,9.972,0.8312,0.9706,,,,
60.7,10.337,0.8739,0.9599,,,,
60.7,10.468,0.8972,0.9459,,,,
