"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
77.6,760,0.97,0.987,+-0.025,5,+-0.08,+-0.08
77.81,760,0.954,0.98,+-0.025,5,+-0.08,+-0.08
78.39,760,0.922,0.967,+-0.025,5,+-0.08,+-0.08
78.8,760,0.891,0.953,+-0.025,5,+-0.08,+-0.08
79.91,760,0.835,0.928,+-0.025,5,+-0.08,+-0.08
81.14,760,0.773,0.899,+-0.025,5,+-0.08,+-0.08
82.25,760,0.715,0.867,+-0.025,5,+-0.08,+-0.08
83.55,760,0.656,0.837,+-0.025,5,+-0.08,+-0.08
85.16,760,0.598,0.8,+-0.025,5,+-0.08,+-0.08
89.22,760,0.452,0.703,+-0.025,5,+-0.08,+-0.08
92.09,760,0.365,0.629,+-0.025,5,+-0.08,+-0.08
95.02,760,0.283,0.545,+-0.025,5,+-0.08,+-0.08
95.51,760,0.27,0.528,+-0.025,5,+-0.08,+-0.08
99.8,760,0.175,0.391,+-0.025,5,+-0.08,+-0.08
103.46,760,0.107,0.265,+-0.025,5,+-0.08,+-0.08
106.94,760,0.048,0.137,+-0.025,5,+-0.08,+-0.08
107.87,760,0.032,0.097,+-0.025,5,+-0.08,+-0.08
108.82,760,0.021,0.064,+-0.025,5,+-0.08,+-0.08
