"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.36,3.11,0.1467,,0.02,0.005,0.01,0.01
278.42,3.27,0.1467,,0.02,0.005,0.01,0.01
283.32,3.66,0.1467,,0.02,0.005,0.01,0.01
288.34,4.1,0.1467,,0.02,0.005,0.01,0.01
293.31,4.56,0.1467,,0.02,0.005,0.01,0.01
298.28,5.05,0.1467,,0.02,0.005,0.01,0.01
303.34,5.58,0.1467,,0.02,0.005,0.01,0.01
308.31,6.12,0.1467,,0.02,0.005,0.01,0.01
313.29,6.69,0.1467,,0.02,0.005,0.01,0.01
318.33,7.28,0.1467,,0.02,0.005,0.01,0.01
323.28,8.78,0.1467,,0.02,0.005,0.01,0.01
328.28,8.47,0.1467,,0.02,0.005,0.01,0.01
333.31,9.06,0.1467,,0.02,0.005,0.01,0.01
338.26,9.63,0.1467,,0.02,0.005,0.01,0.01
343.3,10.16,0.1467,,0.02,0.005,0.01,0.01
348.33,10.63,0.1467,,0.02,0.005,0.01,0.01
353.3,11.0,0.1467,,0.02,0.005,0.01,0.01
358.49,11.3,0.1467,,0.02,0.005,0.01,0.01
361.05,11.42,0.1467,,0.02,0.005,0.01,0.01
363.5,11.54,0.1467,,0.05,0.01,0.01,0.01
366.52,11.66,0.1467,,0.05,0.01,0.01,0.01
