"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
70,125.0,1.0,1.0,0.02,0.3,,
70,150.0,0.9755,0.8382,0.02,0.3,,
70,200.0,0.9258,0.6411,0.02,0.3,,
70,250.0,0.8726,0.5188,0.02,0.3,,
70,300.0,0.8166,0.4366,0.02,0.3,,
70,350.0,0.7577,0.3765,0.02,0.3,,
70,400.0,0.6952,0.3282,0.02,0.3,,
70,450.0,0.6273,0.2852,0.02,0.3,,
70,500.0,0.5557,0.2482,0.02,0.3,,
70,550.0,0.4822,0.2186,0.02,0.3,,
70,600.0,0.4063,0.1908,0.02,0.3,,
70,650.0,0.3278,0.1632,0.02,0.3,,
70,700.0,0.2484,0.1327,0.02,0.3,,
70,750.0,0.1725,0.0989,0.02,0.3,,
70,800.0,0.0954,0.0583,0.02,0.3,,
70,850.0,0.0195,0.0126,0.02,0.3,,
70,860.9,0.0,0.0,0.02,0.3,,
