"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.23,0.514,0.4005,,0.02,0.01,,
343.19,0.64,0.4005,,0.02,0.01,,
353.25,0.789,0.4005,,0.02,0.01,,
363.24,0.956,0.4005,,0.02,0.01,,
373.22,1.144,0.4005,,0.02,0.01,,
383.19,1.356,0.4005,,0.02,0.01,,
393.23,1.593,0.4005,,0.02,0.01,,
403.31,1.858,0.4005,,0.02,0.01,,
413.28,2.149,0.4005,,0.02,0.01,,
423.28,2.469,0.4005,,0.02,0.01,,
433.28,2.824,0.4005,,0.02,0.01,,
443.26,3.213,0.4005,,0.02,0.01,,
453.25,3.637,0.4005,,0.02,0.01,,
463.23,4.099,0.4005,,0.02,0.01,,
473.18,4.583,0.4005,,0.02,0.01,,
478.17,4.824,0.4005,,0.02,0.01,,
483.16,5.041,0.4005,,0.02,0.01,,
487.67,5.151,0.4005,,0.02,0.01,,
487.88,5.154,0.4005,,0.02,0.01,,
