"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
40,867.2,1.0,1.0,+-0.01,+-0.05,+-0.0005,+-0.0005
40,791.37,0.898,0.987,+-0.01,+-0.05,+-0.0005,+-0.0005
40,687.9,0.766,0.971,+-0.01,+-0.05,+-0.0005,+-0.0005
40,653.72,0.694,0.962,+-0.01,+-0.05,+-0.0005,+-0.0005
40,612.35,0.63,0.953,+-0.01,+-0.05,+-0.0005,+-0.0005
40,511.35,0.494,0.931,+-0.01,+-0.05,+-0.0005,+-0.0005
40,442.57,0.392,0.908,+-0.01,+-0.05,+-0.0005,+-0.0005
40,374.54,0.306,0.881,+-0.01,+-0.05,+-0.0005,+-0.0005
40,265.16,0.185,0.813,+-0.01,+-0.05,+-0.0005,+-0.0005
40,226.43,0.14,0.767,+-0.01,+-0.05,+-0.0005,+-0.0005
40,59.15,0.0,0.0,+-0.01,+-0.05,+-0.0005,+-0.0005
