"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45,114.33,0.0,0.0,,,,
45,149.37,0.0348,0.255,,,,
45,187.03,0.0846,0.4292,,,,
45,225.09,0.1583,0.5523,,,,
45,257.76,0.242,0.6344,,,,
45,285.02,0.3312,0.6924,,,,
45,303.06,0.4073,0.7266,,,,
45,310.53,0.4373,0.7426,,,,
45,315.63,0.4669,0.7499,,,,
45,328.98,0.5319,0.7786,,,,
45,336.25,0.5843,0.7938,,,,
45,345.105,0.6284,0.8116,,,,
45,356.43,0.7043,0.8404,,,,
45,364.64,0.7636,0.8626,,,,
45,371.13,0.8167,0.8842,,,,
45,377.06,0.8616,0.9074,,,,
45,381.41,0.902,0.9301,,,,
45,386.36,0.9562,0.9641,,,,
45,388.68,0.9833,0.9839,,,,
45,389.97,1.0,1.0,,,,
