"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
10.15,0.775,0.0,,,,,
10.15,0.799,0.004,,,,,
10.15,0.829,0.0152,,,,,
10.15,0.875,0.02623,,,,,
10.15,0.918,0.03658,,,,,
10.15,0.955,0.04607,,,,,
10.15,0.99,0.05542,,,,,
10.15,1.027,0.06459,,,,,
10.15,1.059,0.07345,,,,,
10.15,1.091,0.08234,,,,,
10.15,1.12,0.091,,,,,
10.15,1.18,0.1081,,,,,
10.15,1.215,0.12376,,,,,
10.15,1.402,0.19848,,,,,
10.15,1.515,0.26125,,,,,
10.15,1.581,0.31501,,,,,
10.15,1.615,0.36148,,,,,
10.15,1.65,0.40196,,,,,
10.15,1.67,0.43756,,,,,
10.15,1.683,0.46921,,,,,
10.15,1.692,0.4974,,,,,
10.15,1.7,0.52288,,,,,
10.15,1.702,0.52947,,,,,
10.15,1.706,0.53268,,,,,
10.15,1.707,0.53575,,,,,
10.15,1.707,0.53884,,,,,
10.15,1.708,0.54095,,,,,
10.15,1.709,0.54394,,,,,
10.15,1.71,0.54701,,,,,
10.15,1.711,0.55,,,,,
10.15,1.712,0.55277,,,,,
10.15,1.713,0.55562,,,,,
10.15,1.713,0.55842,,,,,
10.15,1.714,0.56121,,,,,
10.15,1.714,0.56313,,,,,
10.15,1.715,0.56586,,,,,
10.15,1.716,0.56835,,,,,
10.15,1.716,0.57084,,,,,
10.15,1.717,0.57348,,,,,
10.15,1.717,0.57613,,,,,
10.15,1.717,0.57791,,,,,
10.15,1.718,0.58044,,,,,
10.15,1.719,0.58276,,,,,
10.15,1.719,0.58515,,,,,
10.15,1.725,0.6875,,,,,
10.15,1.729,0.76251,,,,,
10.15,1.733,0.80848,,,,,
10.15,1.736,0.83201,,,,,
10.15,1.738,0.83952,,,,,
10.15,1.73,0.85554,,,,,
10.15,1.727,0.88047,,,,,
10.15,1.724,0.90693,,,,,
10.15,1.724,0.93506,,,,,
10.15,1.738,0.96198,,,,,
10.15,1.738,0.9622,,,,,
10.15,1.738,0.96243,,,,,
10.15,1.738,0.96265,,,,,
10.15,1.738,0.96287,,,,,
10.15,1.739,0.96309,,,,,
10.15,1.739,0.96331,,,,,
10.15,1.739,0.96354,,,,,
10.15,1.74,0.96376,,,,,
10.15,1.741,0.96398,,,,,
10.15,1.742,0.9642,,,,,
10.15,1.744,0.96441,,,,,
10.15,1.745,0.96463,,,,,
10.15,1.75,0.96556,,,,,
10.15,1.747,0.97267,,,,,
10.15,1.649,0.97925,,,,,
10.15,1.532,0.98594,,,,,
10.15,1.405,0.99273,,,,,
10.15,1.316,0.99699,,,,,
10.15,1.296,0.998,,,,,
10.15,1.29,0.99824,,,,,
10.15,1.284,0.99849,,,,,
10.15,1.279,0.99873,,,,,
10.15,1.273,0.99899,,,,,
10.15,1.268,0.99924,,,,,
10.15,1.262,0.9995,,,,,
10.15,1.255,0.99975,,,,,
10.15,1.248,1.0,,,,,
