"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
273.15,200,0.01318,0.997047,,,,
273.15,500,0.03204,0.998735,,,,
273.15,750,0.04718,0.99899,,,,
273.15,1000,0.0618,0.999087,,,,
273.15,1500,0.08913,0.998872,,,,
273.15,2000,0.1127,0.998458,,,,
273.15,2500,0.1326,0.997802,,,,
273.15,3000,0.1487,0.996672,,,,
273.15,3500,0.1646,0.995383,,,,
273.15,4000,0.1794,0.993797,,,,
273.15,5000,0.2041,0.990691,,,,
273.15,6000,0.2284,0.98757,,,,
