"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,77.12,0.004,0.029,+-0.01,+-0.007,+-0.01,+-0.01
348.15,81.11,0.01,0.081,+-0.01,+-0.007,+-0.01,+-0.01
348.15,84.63,0.016,0.123,+-0.01,+-0.007,+-0.01,+-0.01
348.15,106.96,0.064,0.33,+-0.01,+-0.007,+-0.01,+-0.01
348.15,109.36,0.072,0.348,+-0.01,+-0.007,+-0.01,+-0.01
348.15,128.7,0.151,0.478,+-0.01,+-0.007,+-0.01,+-0.01
348.15,134.37,0.191,0.514,+-0.01,+-0.007,+-0.01,+-0.01
348.15,140.8,0.249,0.555,+-0.01,+-0.007,+-0.01,+-0.01
348.15,144.52,0.282,0.568,+-0.01,+-0.007,+-0.01,+-0.01
348.15,147.31,0.35,0.595,+-0.01,+-0.007,+-0.01,+-0.01
348.15,148.52,0.38,0.605,+-0.01,+-0.007,+-0.01,+-0.01
