"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
72.35,760,0.902,0.962,,,,
72.46,760,0.889,0.956,,,,
73.47,760,0.837,0.934,,,,
74.0,760,0.82,0.928,,,,
74.08,760,0.809,0.92,,,,
74.88,760,0.781,0.906,,,,
78.4,760,0.65,0.834,,,,
80.03,760,0.563,0.785,,,,
81.0,760,0.534,0.764,,,,
82.56,760,0.491,0.714,,,,
83.18,760,0.465,0.7,,,,
85.05,760,0.398,0.649,,,,
85.6,760,0.373,0.601,,,,
87.14,760,0.338,0.572,,,,
88.0,760,0.32,0.545,,,,
91.23,760,0.237,0.443,,,,
94.02,760,0.176,0.336,,,,
94.21,760,0.17,0.32,,,,
95.28,760,0.132,0.26,,,,
97.07,760,0.085,0.205,,,,
98.68,760,0.067,0.142,,,,
