"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
343.1,0.42,0.0153,0.648,+-0.1,,+-0.0005,+-0.009
343.1,0.86,0.041,0.819,+-0.1,,+-0.002,+-0.003
343.1,0.92,0.047,0.823,+-0.1,,+-0.001,+-0.003
343.1,1.43,0.086,0.877,+-0.1,,+-0.003,+-0.005
343.1,2.07,0.193,0.927,+-0.1,,+-0.003,+-0.002
343.1,2.25,0.25,0.931,+-0.1,,+-0.004,+-0.002
343.1,2.3,0.274,0.933,+-0.1,,+-0.004,+-0.003
343.1,2.4,0.348,,+-0.1,,+-0.0004,
343.1,2.45,0.395,0.935,+-0.1,,+-0.005,+-0.003
343.1,2.53,0.678,0.933,+-0.1,,+-0.004,+-0.003
343.1,2.55,1.0,1.0,+-0.1,,,1
