"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
50,78.16,0.0141,0.0841,+-0.02,+-0.05,,
50,106.57,0.0898,0.3733,+-0.02,+-0.05,,
50,122.31,0.137,0.4808,+-0.02,+-0.05,,
50,136.43,0.1804,0.5554,+-0.02,+-0.05,,
50,152.36,0.2347,0.6283,+-0.02,+-0.05,,
50,193.54,0.3855,0.7528,+-0.02,+-0.05,,
50,219.25,0.4953,0.8134,+-0.02,+-0.05,,
50,243.04,0.5705,0.8472,+-0.02,+-0.05,,
50,248.5,0.6418,0.8739,+-0.02,+-0.05,,
50,258.82,0.6996,0.8942,+-0.02,+-0.05,,
50,259.42,0.7013,0.8948,+-0.02,+-0.05,,
50,269.18,0.7547,0.9138,+-0.02,+-0.05,,
50,283.34,0.8331,0.9396,+-0.02,+-0.05,,
50,291.02,0.8754,0.9538,+-0.02,+-0.05,,
50,294.38,0.8982,0.9618,+-0.02,+-0.05,,
50,299.08,0.9265,0.9721,+-0.02,+-0.05,,
50,300.63,0.9281,0.9729,+-0.02,+-0.05,,
50,308.45,0.98,0.9922,+-0.02,+-0.05,,
