"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
77.5,760,0.071,0.064,+-0.05,,+-0.002,+-0.002
77.6,760,0.11,0.102,+-0.05,,+-0.002,+-0.002
77.7,760,0.14,0.134,+-0.05,,+-0.002,+-0.002
77.8,760,0.174,0.171,+-0.05,,+-0.002,+-0.002
77.8,760,0.223,0.227,+-0.05,,+-0.002,+-0.002
77.5,760,0.259,0.27,+-0.05,,+-0.002,+-0.002
77.3,760,0.301,0.323,+-0.05,,+-0.002,+-0.002
76.8,760,0.365,0.408,+-0.05,,+-0.002,+-0.002
76.0,760,0.448,0.522,+-0.05,,+-0.002,+-0.002
75.1,760,0.504,0.596,+-0.05,,+-0.002,+-0.002
74.7,760,0.528,0.628,+-0.05,,+-0.002,+-0.002
73.5,760,0.581,0.7,+-0.05,,+-0.002,+-0.002
71.8,760,0.65,0.78,+-0.05,,+-0.002,+-0.002
70.4,760,0.704,0.839,+-0.05,,+-0.002,+-0.002
68.9,760,0.751,0.879,+-0.05,,+-0.002,+-0.002
67.7,760,0.79,0.91,+-0.05,,+-0.002,+-0.002
65.6,760,0.856,0.95,+-0.05,,+-0.002,+-0.002
63.7,760,0.922,0.978,+-0.05,,+-0.002,+-0.002
