"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
347.65,74.66,0.0,0.0,,+-0.02,,
347.09,74.66,0.0198,0.0408,,+-0.02,,
346.1,74.66,0.057,0.112,,+-0.02,,
345.47,74.66,0.0836,0.1572,,+-0.02,,
344.86,74.66,0.1103,0.1973,,+-0.02,,
344.37,74.66,0.1364,0.2329,,+-0.02,,
343.86,74.66,0.1673,0.2725,,+-0.02,,
343.46,74.66,0.1947,0.3027,,+-0.02,,
343.03,74.66,0.2214,0.3311,,+-0.02,,
342.68,74.66,0.2523,0.3621,,+-0.02,,
342.48,74.66,0.285,0.3914,,+-0.02,,
342.33,74.66,0.3146,0.4159,,+-0.02,,
342.06,74.66,0.3466,0.4414,,+-0.02,,
341.76,74.66,0.3808,0.4673,,+-0.02,,
341.33,74.66,0.4132,0.4906,,+-0.02,,
341.13,74.66,0.4439,0.5123,,+-0.02,,
340.95,74.66,0.4666,0.5313,,+-0.02,,
340.98,74.66,0.4748,0.5331,,+-0.02,,
340.83,74.66,0.492,0.5489,,+-0.02,,
340.74,74.66,0.5175,0.5653,,+-0.02,,
340.68,74.66,0.5407,0.581,,+-0.02,,
340.61,74.66,0.5646,0.5963,,+-0.02,,
340.54,74.66,0.5934,0.615,,+-0.02,,
340.51,74.66,0.6218,0.6332,,+-0.02,,
340.49,74.66,0.6511,0.653,,+-0.02,,
340.52,74.66,0.6756,0.6672,,+-0.02,,
340.55,74.66,0.7007,0.6858,,+-0.02,,
340.59,74.66,0.7332,0.7112,,+-0.02,,
340.69,74.66,0.7651,0.7369,,+-0.02,,
340.8,74.66,0.7963,0.7627,,+-0.02,,
340.95,74.66,0.8259,0.7894,,+-0.02,,
341.12,74.66,0.8507,0.813,,+-0.02,,
341.25,74.66,0.8712,0.8352,,+-0.02,,
341.34,74.66,0.8935,0.8575,,+-0.02,,
341.56,74.66,0.9167,0.8854,,+-0.02,,
341.79,74.66,0.9394,0.9132,,+-0.02,,
341.97,74.66,0.9585,0.9375,,+-0.02,,
342.26,74.66,0.9773,0.9646,,+-0.02,,
342.47,74.66,0.992,0.9862,,+-0.02,,
342.63,74.66,1.0,1.0,,+-0.02,,
