"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
327.65,6,0.0,0.0,+-0.1,+-0.01,,
325.85,6,0.016,0.095,+-0.1,+-0.01,,
324.85,6,0.026,0.151,+-0.1,+-0.01,,
323.95,6,0.036,0.199,+-0.1,+-0.01,,
322.45,6,0.061,0.298,+-0.1,+-0.01,,
320.05,6,0.096,0.395,+-0.1,+-0.01,,
318.15,6,0.137,0.483,+-0.1,+-0.01,,
316.65,6,0.189,0.554,+-0.1,+-0.01,,
314.85,6,0.256,0.619,+-0.1,+-0.01,,
313.85,6,0.33,0.662,+-0.1,+-0.01,,
313.25,6,0.4,0.692,+-0.1,+-0.01,,
312.75,6,0.466,0.711,+-0.1,+-0.01,,
312.35,6,0.558,0.731,+-0.1,+-0.01,,
312.05,6,0.647,0.747,+-0.1,+-0.01,,
311.95,6,0.733,0.761,+-0.1,+-0.01,,
312.05,6,0.793,0.776,+-0.1,+-0.01,,
312.15,6,0.857,0.783,+-0.1,+-0.01,,
312.45,6,0.909,0.809,+-0.1,+-0.01,,
312.85,6,0.937,0.826,+-0.1,+-0.01,,
312.95,6,0.948,0.832,+-0.1,+-0.01,,
313.15,6,0.961,0.858,+-0.1,+-0.01,,
313.55,6,0.97,0.872,+-0.1,+-0.01,,
314.55,6,0.987,0.922,+-0.1,+-0.01,,
315.95,6,1.0,1.0,+-0.1,+-0.01,,
