"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.35,3.21,0.1198,,0.02,0.005,0.001,0.001
278.36,3.37,0.1198,,0.02,0.005,0.001,0.001
283.32,3.79,0.1198,,0.02,0.005,0.001,0.001
288.32,4.24,0.1198,,0.02,0.005,0.001,0.001
293.31,4.73,0.1198,,0.02,0.005,0.001,0.001
298.34,5.25,0.1198,,0.02,0.005,0.001,0.001
303.33,5.79,0.1198,,0.02,0.005,0.001,0.001
308.29,6.35,0.1198,,0.02,0.005,0.001,0.001
313.34,6.95,0.1198,,0.02,0.005,0.001,0.001
318.33,7.56,0.1198,,0.02,0.005,0.001,0.001
323.25,8.17,0.1198,,0.02,0.005,0.001,0.001
328.3,8.79,0.1198,,0.02,0.005,0.001,0.001
333.31,9.37,0.1198,,0.02,0.005,0.001,0.001
338.3,9.91,0.1198,,0.02,0.005,0.001,0.001
343.29,10.37,0.1198,,0.02,0.005,0.001,0.001
345.84,10.56,0.1198,,0.02,0.005,0.001,0.001
351.54,10.91,0.1198,,0.02,0.005,0.001,0.001
353.42,11.02,0.1198,,0.05,0.01,0.001,0.001
358.57,11.28,0.1198,,0.05,0.01,0.001,0.001
363.36,11.46,0.1198,,0.05,0.01,0.001,0.001
366.37,11.53,0.1198,,0.05,0.01,0.001,0.001
369.37,11.57,0.1198,,0.05,0.01,0.001,0.001
