"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
109.9,760,0.022,0.171,,,,
109.5,760,0.025,0.185,,,,
107.85,760,0.032,0.225,,,,
104.56,760,0.045,0.285,,,,
103.62,760,0.05,0.305,,,,
101.3,760,0.06,0.35,,,,
99.25,760,0.072,0.39,,,,
96.8,760,0.085,0.435,,,,
96.5,760,0.088,0.44,,,,
95.75,760,0.095,0.45,,,,
92.67,760,0.115,0.515,,,,
91.0,760,0.135,0.54,,,,
89.3,760,0.155,0.57,,,,
88.25,760,0.165,0.585,,,,
85.38,760,0.205,0.63,,,,
84.55,760,0.22,0.645,,,,
84.5,760,0.225,0.648,,,,
84.06,760,0.232,0.657,,,,
83.05,760,0.275,0.67,,,,
82.2,760,0.285,0.685,,,,
80.55,760,0.31,0.71,,,,
79.78,760,0.345,0.725,,,,
78.05,760,0.42,0.755,,,,
75.52,760,0.54,0.8,,,,
74.83,760,0.59,0.815,,,,
73.89,760,0.65,0.835,,,,
72.85,760,0.748,0.865,,,,
72.4,760,0.785,0.885,,,,
71.6,760,0.855,0.925,,,,
