"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,104.29,0.0,,,,,
313.15,98.23,0.0722,,,,,
313.15,90.49,0.1631,,,,,
313.15,82.57,0.2578,,,,,
313.15,75.28,0.3472,,,,,
313.15,68.52,0.431,,,,,
313.15,62.77,0.5033,,,,,
313.15,59.18,0.5484,,,,,
313.15,50.89,0.6566,,,,,
313.15,44.72,0.7394,,,,,
313.15,35.36,0.8676,,,,,
313.15,28.48,0.962,,,,,
313.15,25.74,1.0,,,,,
