"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
291.15,1.16,0.1652,0.9835,0.015,,0.0005,0.0005
291.15,1.57,0.1944,0.9852,0.015,,0.0005,0.0005
291.15,1.86,0.2355,0.9874,0.015,,0.0005,0.0005
291.15,2.14,0.2769,0.9887,0.015,,0.0005,0.0005
291.15,2.41,0.3257,0.9907,0.015,,0.0005,0.0005
291.15,2.81,0.3712,0.9918,0.015,,0.0005,0.0005
291.15,3.1,0.4197,0.9927,0.015,,0.0005,0.0005
291.15,3.45,0.4684,0.9919,0.015,,0.0005,0.0005
291.15,3.84,0.5847,0.9905,0.015,,0.0005,0.0005
291.15,4.36,0.7262,0.9895,0.015,,0.0005,0.0005
