"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.8,0.57,,0.9264,+-0.05,0.01,+-1.5%,+-1.5%
37.8,0.59,,0.9256,+-0.05,0.01,+-1.5%,+-1.5%
37.8,0.83,,0.9468,+-0.05,0.01,+-1.5%,+-1.5%
37.8,1.06,,0.9468,+-0.05,0.01,+-1.5%,+-1.5%
37.8,1.2,0.0567,0.9607,+-0.05,0.01,+-1.5%,+-1.5%
37.8,1.3,0.0616,0.9627,+-0.05,0.01,+-1.5%,+-1.5%
