"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
283.15,0.784,0.0,0.0,+-0.02,+-0.007,,
283.15,0.86,0.02,0.082,+-0.02,+-0.007,,
283.15,1.232,0.127,0.375,+-0.02,+-0.007,,
283.15,1.604,0.239,0.556,+-0.02,+-0.007,,
283.15,1.853,0.3,0.632,+-0.02,+-0.007,,
283.15,2.246,0.415,0.716,+-0.02,+-0.007,,
283.15,2.666,0.523,0.779,+-0.02,+-0.007,,
283.15,3.176,0.645,0.84,+-0.02,+-0.007,,
283.15,3.638,0.746,0.883,+-0.02,+-0.007,,
283.15,4.052,0.834,0.92,+-0.02,+-0.007,,
283.15,4.514,0.914,0.954,+-0.02,+-0.007,,
283.15,4.824,0.963,0.975,+-0.02,+-0.007,,
283.15,4.997,0.977,0.978,+-0.02,+-0.007,,
