"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
348.5,20,0.027,0.34,0.5,,,
335.3,20,0.036,0.448,0.5,,,
331.0,20,0.05,0.488,0.5,,,
325.5,20,0.059,0.511,0.5,,,
312.0,20,0.082,0.627,0.5,,,
291.7,20,0.142,0.805,0.5,,,
281.5,20,0.197,0.856,0.5,,,
269.0,20,0.271,0.904,0.5,,,
253.0,20,0.372,0.946,0.5,,,
237.0,20,0.612,0.969,0.5,,,
231.4,20,0.757,0.992,0.5,,,
