"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
359.66,0.061,0.0,0.0,0.1,,+-0.005,+-0.005
359.49,0.116,0.0368,0.2025,0.1,,+-0.005,+-0.005
359.68,0.121,0.0428,0.2352,0.1,,+-0.005,+-0.005
359.7,0.153,0.0777,0.41414,0.1,,+-0.005,+-0.005
359.56,0.192,0.1064,0.5534,0.1,,+-0.005,+-0.005
359.6,0.253,0.1399,0.6826,0.1,,+-0.005,+-0.005
359.61,0.386,0.2054,0.815,0.1,,+-0.005,+-0.005
359.64,0.623,0.2837,0.8949,0.1,,+-0.005,+-0.005
359.74,0.644,0.2935,0.9053,0.1,,+-0.005,+-0.005
359.73,0.767,0.3261,0.9154,0.1,,+-0.005,+-0.005
359.75,1.189,0.4173,0.9517,0.1,,+-0.005,+-0.005
359.72,1.51,0.4724,0.9635,0.1,,+-0.005,+-0.005
359.75,1.516,0.4805,0.9655,0.1,,+-0.005,+-0.005
359.76,1.917,0.5442,0.975,0.1,,+-0.005,+-0.005
359.75,2.415,0.6162,0.9831,0.1,,+-0.005,+-0.005
359.67,3.093,0.7257,0.989,0.1,,+-0.005,+-0.005
359.66,3.147,0.7337,0.9898,0.1,,+-0.005,+-0.005
359.61,3.523,0.7997,0.9918,0.1,,+-0.005,+-0.005
359.57,4.062,0.8934,0.9957,0.1,,+-0.005,+-0.005
359.64,4.524,0.9711,0.998,0.1,,+-0.005,+-0.005
359.66,4.743,1.0,1.0,0.1,,+-0.005,+-0.005
