"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,24.48,0.0,0.0,+-0.1,+-0.01,,
373.15,25.72,0.028,0.074,+-0.1,+-0.01,,
373.15,27.94,0.078,0.181,+-0.1,+-0.01,,
373.15,30.24,0.128,0.282,+-0.1,+-0.01,,
373.15,32.56,0.188,0.402,+-0.1,+-0.01,,
373.15,35.76,0.236,0.486,+-0.1,+-0.01,,
373.15,37.789,0.296,0.546,+-0.1,+-0.01,,
373.15,42.29,0.388,0.647,+-0.1,+-0.01,,
373.15,42.86,0.419,0.669,+-0.1,+-0.01,,
373.15,46.99,0.502,0.746,+-0.1,+-0.01,,
373.15,49.42,0.561,0.785,+-0.1,+-0.01,,
373.15,52.32,0.624,0.833,+-0.1,+-0.01,,
373.15,55.67,0.696,0.87,+-0.1,+-0.01,,
373.15,57.06,0.735,0.896,+-0.1,+-0.01,,
373.15,59.74,0.786,0.92,+-0.1,+-0.01,,
373.15,61.6,0.843,0.942,+-0.1,+-0.01,,
373.15,64.82,0.899,0.964,+-0.1,+-0.01,,
373.15,67.21,0.954,0.984,+-0.1,+-0.01,,
373.15,68.93,1.0,1.0,+-0.1,+-0.01,,
