"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,12.435,0.1069,0.0002,,+-0.03,+-0.0005,+-0.0005
313.15,11.969,0.2075,0.0002,,+-0.03,+-0.0005,+-0.0005
313.15,11.345,0.3166,0.0003,,+-0.03,+-0.0005,+-0.0005
313.15,10.973,0.3807,0.0003,,+-0.03,+-0.0005,+-0.0005
313.15,10.588,0.4245,0.0004,,+-0.03,+-0.0005,+-0.0005
313.15,10.229,0.4706,0.0004,,+-0.03,+-0.0005,+-0.0005
313.15,9.539,0.5385,0.0004,,+-0.03,+-0.0005,+-0.0005
313.15,9.007,0.5841,0.0005,,+-0.03,+-0.0005,+-0.0005
313.15,8.608,0.6129,0.0005,,+-0.03,+-0.0005,+-0.0005
313.15,8.476,0.625,0.0006,,+-0.03,+-0.0005,+-0.0005
313.15,8.184,0.6427,0.0006,,+-0.03,+-0.0005,+-0.0005
313.15,8.077,0.6491,0.0006,,+-0.03,+-0.0005,+-0.0005
313.15,7.2,0.7051,0.0007,,+-0.03,+-0.0005,+-0.0005
313.15,5.208,0.807,0.0011,,+-0.03,+-0.0005,+-0.0005
313.15,2.896,0.9037,0.0021,,+-0.03,+-0.0005,+-0.0005
