"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.15,4.548,0.3664,0.9973,0.002,0.001,,
323.15,6.568,0.5384,0.9978,0.002,0.001,,
323.15,6.803,0.5559,0.9969,0.002,0.001,,
323.15,6.88,0.5647,0.9953,0.002,0.001,,
323.15,7.589,0.6362,0.9958,0.002,0.001,,
323.15,7.694,0.6482,0.9954,0.002,0.001,,
323.15,8.41,0.7356,0.9934,0.002,0.001,,
323.15,8.702,0.7817,0.9927,0.002,0.001,,
323.15,8.745,0.7901,0.9919,0.002,0.001,,
323.15,9.111,0.8571,0.9907,0.002,0.001,,
323.15,9.134,0.862,0.9907,0.002,0.001,,
323.15,9.322,0.8992,0.9881,0.002,0.001,,
323.15,9.338,0.9018,0.9883,0.002,0.001,,
323.15,9.481,0.937,0.9852,0.002,0.001,,
323.15,9.525,0.9437,0.9842,0.002,0.001,,
323.15,9.54,0.9495,0.9834,0.002,0.001,,
