"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.3,1.59,0.149,0.855,,+-0.03,,
276.3,2.87,0.271,0.913,,+-0.03,,
276.3,4.21,0.388,0.936,,+-0.03,,
276.3,5.41,0.498,0.947,,+-0.03,,
276.3,6.76,0.609,0.954,,+-0.03,,
276.3,8.03,0.709,0.957,,+-0.03,,
276.3,9.38,0.818,0.957,,+-0.03,,
276.3,10.12,0.868,0.954,,+-0.03,,
