"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
322.55,104.06,0.032,,0.25,0.4,0.003,
323.33,103.66,0.032,,0.25,0.4,0.003,
325.78,102.56,0.032,,0.25,0.4,0.003,
326.39,102.16,0.032,,0.25,0.4,0.003,
327.87,101.56,0.032,,0.25,0.4,0.003,
329.22,100.86,0.032,,0.25,0.4,0.003,
331.0,100.16,0.032,,0.25,0.4,0.003,
331.83,99.76,0.032,,0.25,0.4,0.003,
337.06,97.61,0.032,,0.25,0.4,0.003,
345.67,94.31,0.032,,0.25,0.4,0.003,
352.56,91.9,0.032,,0.25,0.4,0.003,
363.23,88.5,0.032,,0.25,0.4,0.003,
372.62,58.9,0.032,,0.25,0.4,0.003,
379.79,84.0,0.032,,0.25,0.4,0.003,
395.85,80.05,0.032,,0.25,0.4,0.003,
409.61,77.0,0.032,,0.25,0.4,0.003,
423.75,74.04,0.032,,0.25,0.4,0.003,
438.12,71.19,0.032,,0.25,0.4,0.003,
454.16,68.09,0.032,,0.25,0.4,0.003,
