"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-11.63,0.01594,0.0967,,,,,
-7.67,0.02101,0.0967,,,,,
-2.95,0.02865,0.0967,,,,,
1.61,0.03834,0.0967,,,,,
6.43,0.05149,0.0967,,,,,
15.43,0.08772,0.0967,,,,,
