"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
347.28,2.441,0.3978,,0.02,0.02,,
353.28,2.716,0.3978,,0.02,0.02,,
360.17,3.056,0.3978,,0.02,0.02,,
366.08,3.372,0.3978,,0.02,0.02,,
373.04,3.769,0.3978,,0.02,0.02,,
379.99,4.2,0.3978,,0.02,0.02,,
383.98,4.461,0.3978,,0.02,0.02,,
396.94,5.371,0.3978,,0.02,0.02,,
402.1,5.767,0.3978,,0.02,0.02,,
404.93,5.967,0.3978,,0.02,0.02,,
410.93,6.432,0.3978,,0.02,0.02,,
416.91,6.896,0.3978,,0.02,0.02,,
422.9,7.365,0.3978,,0.02,0.02,,
429.88,7.898,0.3978,,0.02,0.02,,
