"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,43.73,0.002,0.056,+-0.01,+-0.007,+-0.01,+-0.01
348.15,43.73,0.004,0.08,+-0.01,+-0.007,+-0.01,+-0.01
348.15,46.69,0.007,0.111,+-0.01,+-0.007,+-0.01,+-0.01
348.15,58.05,0.025,0.297,+-0.01,+-0.007,+-0.01,+-0.01
348.15,63.97,0.034,0.361,+-0.01,+-0.007,+-0.01,+-0.01
348.15,74.56,0.059,0.463,+-0.01,+-0.007,+-0.01,+-0.01
348.15,84.03,0.08,0.528,+-0.01,+-0.007,+-0.01,+-0.01
348.15,94.44,0.111,0.591,+-0.01,+-0.007,+-0.01,+-0.01
348.15,107.9,0.178,0.659,+-0.01,+-0.007,+-0.01,+-0.01
348.15,120.2,0.264,0.707,+-0.01,+-0.007,+-0.01,+-0.01
