"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
35,84.7,,0.0071,+-0.2,,,
35,93.0,,0.0095,+-0.2,,,
35,103.7,,0.0122,+-0.2,,,
35,124.3,,0.0173,+-0.2,,,
35,136.1,,0.0205,+-0.2,,,
35,168.5,,0.0261,+-0.2,,,
35,189.0,,0.0301,+-0.2,,,
35,223.3,,0.0395,+-0.2,,,
35,276.0,,0.0498,+-0.2,,,
35,78.1,0.388,,+-0.2,,,
35,104.4,0.356,,+-0.2,,,
35,140.6,0.329,,+-0.2,,,
35,177.4,0.259,,+-0.2,,,
35,257.3,0.205,,+-0.2,,,
35,266.0,0.213,,+-0.2,,,
