"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
100.0,9.56,0.0,0.0,+-0.01,,,
100.0,28.35,0.0956,0.6925,+-0.01,,,
100.0,39.15,0.255,0.7912,+-0.01,,,
100.0,45.14,0.4713,0.8355,+-0.01,,,
100.0,47.66,0.6163,0.8571,+-0.01,,,
100.0,49.39,0.7315,0.878,+-0.01,,,
100.0,50.55,0.8163,0.8983,+-0.01,,,
100.0,51.18,0.8694,0.916,+-0.01,,,
100.0,51.69,0.9144,0.9361,+-0.01,,,
100.0,52.0,0.9503,0.9576,+-0.01,,,
100.0,52.09,0.9702,0.9726,+-0.01,,,
100.0,52.15,0.9852,0.9859,+-0.01,,,
100.0,52.15,0.9958,0.9961,+-0.01,,,
100.0,52.15,1.0,1.0,+-0.01,,,
