"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
35,73.9,,0.0018,+-0.2,,,
35,83.2,,0.0089,+-0.2,,,
35,91.3,,0.0115,+-0.2,,,
35,110.9,,0.0193,+-0.2,,,
35,127.5,,0.0249,+-0.2,,,
35,154.0,,0.0313,+-0.2,,,
35,176.9,,0.0362,+-0.2,,,
35,213.3,,0.044,+-0.2,,,
35,263.9,,0.0581,+-0.2,,,
35,78.1,0.429,,+-0.2,,,
35,98.9,0.401,,+-0.2,,,
35,135.2,0.375,,+-0.2,,,
35,190.4,0.335,,+-0.2,,,
35,192.6,0.335,,+-0.2,,,
35,234.0,0.308,,+-0.2,,,
35,282.5,0.224,,+-0.2,,,
