"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
0.0,300,0.01342,0.2755,+- 0.05,+-3,,
0.0,500,0.02373,0.1937,+- 0.05,+-3,,
0.0,1000,0.0522,0.1403,+- 0.05,+-3,,
0.0,1500,0.07724,0.08088,+- 0.05,+-3,,
0.0,2000,0.1092,0.0716,+- 0.05,+-3,,
0.0,2500,0.134,0.06808,+- 0.05,+-3,,
0.0,3000,0.1586,0.06656,+- 0.05,+-3,,
