"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.2,0.596,0.713,,0.02,0.01,,
343.23,0.75,0.713,,0.02,0.01,,
353.25,0.93,0.713,,0.02,0.01,,
363.21,1.139,0.713,,0.02,0.01,,
373.23,1.377,0.713,,0.02,0.01,,
373.27,1.38,0.713,,0.02,0.01,,
383.24,1.652,0.713,,0.02,0.01,,
393.21,1.96,0.713,,0.02,0.01,,
403.27,2.314,0.713,,0.02,0.01,,
413.3,2.709,0.713,,0.02,0.01,,
423.28,3.15,0.713,,0.02,0.01,,
433.24,3.637,0.713,,0.02,0.01,,
438.23,3.898,0.713,,0.02,0.01,,
443.24,4.162,0.713,,0.02,0.01,,
448.22,4.382,0.713,,0.02,0.01,,
448.74,4.394,0.713,,0.02,0.01,,
448.84,4.397,0.713,,0.02,0.01,,
