"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
296.9,1.91,0.109,,,,,
296.9,1.95,,0.831,,,,
296.9,3.31,0.204,,,,,
296.9,3.34,,0.885,,,,
296.9,4.58,0.287,,,,,
296.9,4.62,,0.908,,,,
296.9,6.14,0.379,,,,,
296.9,6.36,0.391,0.925,,,,
296.9,8.41,0.541,,,,,
296.9,8.45,,0.928,,,,
296.9,9.27,0.605,0.927,,,,
296.9,10.93,0.735,0.92,,,,
296.9,11.73,,0.903,,,,
296.9,11.79,0.8,,,,,
