"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
30,58.68,0.0,0.0,,,,
30,66.5,0.005,0.121,,,,
30,72.33,0.01,0.194,,,,
30,82.75,0.03,0.302,,,,
30,85.61,0.05,0.328,,,,
30,90.61,0.1,0.374,,,,
30,93.23,0.15,0.399,,,,
30,94.64,0.2,0.414,,,,
30,96.38,0.3,0.44,,,,
30,97.18,0.4,0.459,,,,
30,97.28,0.5,0.476,,,,
30,96.81,0.6,0.496,,,,
30,95.3,0.7,0.523,,,,
30,91.8,0.8,0.567,,,,
30,88.8,0.85,0.6,,,,
30,83.94,0.9,0.652,,,,
30,75.2,0.95,0.753,,,,
30,66.76,0.98,0.87,,,,
30,63.18,0.99,0.927,,,,
30,59.13,1.0,1.0,,,,
