"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,99.21,1.0,1.0,,,0.002,0.002
323.15,94.83,0.9405,0.9823,,,0.002,0.002
323.15,92.27,0.906,0.9728,,,0.002,0.002
323.15,88.02,0.846,0.9556,,,0.002,0.002
323.15,81.74,0.7583,0.9297,,,0.002,0.002
323.15,72.66,0.6329,0.8874,,,0.002,0.002
323.15,65.75,0.5359,0.8504,,,0.002,0.002
323.15,56.48,0.4077,0.7874,,,0.002,0.002
323.15,48.92,0.3135,0.7244,,,0.002,0.002
323.15,42.59,0.2373,0.6512,,,0.002,0.002
323.15,37.17,0.1785,0.5753,,,0.002,0.002
323.15,32.7,0.131,0.4925,,,0.002,0.002
323.15,18.97,0.0,0.0,,,0.002,0.002
