"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
104.4,49.9,0.185,0.998,,,,
104.4,93.9,0.337,0.997,,,,
104.4,131.9,0.46,0.993,,,,
104.4,154.5,0.531,0.989,,,,
104.4,172.1,0.574,0.983,,,,
104.4,185.5,,0.974,,,,
104.4,203.6,0.658,0.963,,,,
104.4,234.4,,0.91,,,,
104.4,243.8,0.794,0.865,,,,
