"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-11.1,0.01709,0.2712,,,,,
-5.59,0.02419,0.2712,,,,,
-0.4,0.03348,0.2712,,,,,
3.81,0.04391,0.2712,,,,,
7.13,0.05404,0.2712,,,,,
