"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,37.77,0.0,0.0,+-0.01,+-0.007,+-0.001,+-0.001
348.15,50.26,0.056,0.151,+-0.01,+-0.007,+-0.001,+-0.001
348.15,60.45,0.103,0.287,+-0.01,+-0.007,+-0.001,+-0.001
348.15,76.77,0.198,0.476,+-0.01,+-0.007,+-0.001,+-0.001
348.15,79.27,0.22,0.512,+-0.01,+-0.007,+-0.001,+-0.001
348.15,86.29,0.287,0.612,+-0.01,+-0.007,+-0.001,+-0.001
348.15,88.94,0.328,0.645,+-0.01,+-0.007,+-0.001,+-0.001
348.15,91.92,0.404,0.678,+-0.01,+-0.007,+-0.001,+-0.001
348.15,93.83,0.476,0.712,+-0.01,+-0.007,+-0.001,+-0.001
348.15,98.23,0.712,0.806,+-0.01,+-0.007,+-0.001,+-0.001
348.15,98.59,0.835,0.835,+-0.01,+-0.007,+-0.001,+-0.001
348.15,98.13,0.914,0.862,+-0.01,+-0.007,+-0.001,+-0.001
348.15,97.49,0.939,0.889,+-0.01,+-0.007,+-0.001,+-0.001
348.15,94.05,0.964,0.914,+-0.01,+-0.007,+-0.001,+-0.001
348.15,85.26,1.0,1.0,+-0.01,+-0.007,+-0.001,+-0.001
