"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-100,250,0.0061,0.00217,+- 0.05,+-3,,
-100,300,0.0077,0.00188,+- 0.05,+-3,,
-100,500,0.0121,0.00135,+- 0.05,+-3,,
-100,1000,0.0241,0.00101,+- 0.05,+-3,,
-100,2000,0.0441,0.00099,+- 0.05,+-3,,
-100,2500,0.0545,,+- 0.05,+-3,,
-100,2600,,0.00112,+- 0.05,+-3,,
-100,2900,0.0618,0.00116,+- 0.05,+-3,,
-100,3000,0.0645,0.0012,+- 0.05,+-3,,
