"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
306.6,1.91,0.129,0.775,,+-0.03,,
306.6,3.32,0.229,0.861,,+-0.03,,
306.6,4.81,0.338,0.889,,+-0.03,,
306.6,6.22,,0.91,,+-0.03,,
306.6,6.31,0.44,,,+-0.03,,
306.6,7.72,0.532,0.918,,+-0.03,,
306.6,9.25,0.616,0.923,,+-0.03,,
306.6,10.78,0.712,0.916,,+-0.03,,
306.6,12.23,0.811,0.897,,+-0.03,,
