"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
57.95,1.0,0.964,0.881,,,,
57.05,1.0,0.899,0.798,,,,
56.3,1.0,0.819,0.738,,,,
53.8,1.0,0.696,0.676,,,,
53.95,1.0,0.583,0.614,,,,
54.0,1.0,0.57,0.607,,,,
54.9,1.0,0.516,0.571,,,,
57.6,1.0,0.418,0.55,,,,
59.0,1.0,0.386,0.499,,,,
61.0,1.0,0.258,0.404,,,,
61.2,1.0,0.128,0.283,,,,
61.2,1.0,0.0492,0.172,,,,
63.0,1.0,0.023,0.105,,,,
