"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
104.6,100,0.0133,0.0201,+-0.1,+-0.5,+-0.1%,+-0.1%
102.8,100,0.114,0.18,+-0.1,+-0.5,+-0.1%,+-0.1%
101.6,100,0.165,0.276,+-0.1,+-0.5,+-0.1%,+-0.1%
99.4,100,0.285,0.433,+-0.1,+-0.5,+-0.1%,+-0.1%
96.4,100,0.499,0.625,+-0.1,+-0.5,+-0.1%,+-0.1%
95.2,100,0.585,0.71,+-0.1,+-0.5,+-0.1%,+-0.1%
92.8,100,0.801,0.865,+-0.1,+-0.5,+-0.1%,+-0.1%
92.0,100,0.899,0.932,+-0.1,+-0.5,+-0.1%,+-0.1%
91.2,100,0.922,0.949,+-0.1,+-0.5,+-0.1%,+-0.1%
91.0,100,0.945,0.966,+-0.1,+-0.5,+-0.1%,+-0.1%
