"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,12.486,0.0,0.0,,,0.0005,0.0036
333.15,14.501,0.0189,0.1496,,,0.0005,0.0036
333.15,19.877,0.0638,0.408,,,0.0005,0.0036
333.15,21.351,0.0772,0.4571,,,0.0005,0.0036
333.15,27.983,0.1399,0.6123,,,0.0005,0.0036
333.15,34.922,0.2111,0.7112,,,0.0005,0.0036
333.15,44.883,0.3254,0.8024,,,0.0005,0.0036
333.15,50.668,0.4014,0.8414,,,0.0005,0.0036
333.15,57.646,0.4571,0.8764,,,0.0005,0.0036
333.15,64.195,0.4967,0.9077,,,0.0005,0.0036
333.15,75.961,0.593,0.9573,,,0.0005,0.0036
333.15,80.04,0.7763,0.9656,,,0.0005,0.0036
333.15,84.531,0.8414,0.9827,,,0.0005,0.0036
333.15,90.888,1.0,1.0,,,0.0005,0.0036
