"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.27,142.4,0.0,0.0,0.02,+-1%,+-1%,+-1%
353.27,169.4,0.0959,0.224,0.02,+-1%,+-1%,+-1%
353.27,189.8,0.209,0.378,0.02,+-1%,+-1%,+-1%
353.27,203.2,0.286,0.451,0.02,+-1%,+-1%,+-1%
353.27,211.0,0.398,0.536,0.02,+-1%,+-1%,+-1%
353.27,219.4,0.496,0.6,0.02,+-1%,+-1%,+-1%
353.27,226.4,0.601,0.658,0.02,+-1%,+-1%,+-1%
353.27,226.9,0.703,0.72,0.02,+-1%,+-1%,+-1%
353.27,229.6,0.803,0.792,0.02,+-1%,+-1%,+-1%
353.27,224.8,0.908,0.885,0.02,+-1%,+-1%,+-1%
353.27,216.2,1.0,1.0,0.02,+-1%,+-1%,+-1%
