"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-11.45,0.02381,0.3065,,,,,
-7.48,0.03051,0.3065,,,,,
-2.06,0.0427,0.3065,,,,,
2.27,0.05544,0.3065,,,,,
6.97,0.07373,0.3065,,,,,
