"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
58.7,760,0.064,0.1,0.1,,0.005,0.005
57.9,760,0.11,0.169,0.1,,0.005,0.005
57.0,760,0.16,0.237,0.1,,0.005,0.005
56.1,760,0.224,0.32,0.1,,0.005,0.005
55.4,760,0.252,0.356,0.1,,0.005,0.005
54.3,760,0.325,0.432,0.1,,0.005,0.005
53.0,760,0.411,0.524,0.1,,0.005,0.005
52.3,760,0.465,0.574,0.1,,0.005,0.005
51.5,760,0.542,0.639,0.1,,0.005,0.005
50.7,760,0.602,0.687,0.1,,0.005,0.005
50.1,760,0.655,0.734,0.1,,0.005,0.005
49.3,760,0.747,0.804,0.1,,0.005,0.005
48.5,760,0.838,0.872,0.1,,0.005,0.005
48.2,760,0.877,0.911,0.1,,0.005,0.005
48.0,760,0.9,0.919,0.1,,0.005,0.005
47.7,760,0.944,0.957,0.1,,0.005,0.005
