"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
290.0,512,0.02,0.9258,+-0.01,0.0003,+-0.001,+-0.001
290.0,1502,0.0632,0.9701,+-0.01,0.0003,+-0.001,+-0.001
290.0,2521,0.1181,0.9785,+-0.01,0.0003,+-0.001,+-0.001
290.0,3468,0.1918,0.9813,+-0.01,0.0003,+-0.001,+-0.001
290.0,3823,0.2351,0.9814,+-0.01,0.0003,+-0.001,+-0.001
290.0,4133,0.2921,0.9816,+-0.01,0.0003,+-0.001,+-0.001
290.0,4305,0.3582,0.982,+-0.01,0.0003,+-0.001,+-0.001
290.0,4328,0.3603,0.982,+-0.01,0.0003,+-0.001,+-0.001
290.0,4370,0.3866,0.9822,+-0.01,0.0003,+-0.001,+-0.001
290.0,4376,0.4077,0.9822,+-0.01,0.0003,+-0.001,+-0.001
290.0,4408,0.4454,0.9824,+-0.01,0.0003,+-0.001,+-0.001
290.0,4422,0.4897,0.9825,+-0.01,0.0003,+-0.001,+-0.001
290.0,4427,0.5687,0.9825,+-0.01,0.0003,+-0.001,+-0.001
290.0,4432,0.6503,0.9825,+-0.01,0.0003,+-0.001,+-0.001
290.0,4436,0.6864,0.9825,+-0.01,0.0003,+-0.001,+-0.001
290.0,4446,0.7089,0.9826,+-0.01,0.0003,+-0.001,+-0.001
290.0,4468,0.7805,0.9826,+-0.01,0.0003,+-0.001,+-0.001
290.0,4516,0.7805,0.9826,+-0.01,0.0003,+-0.001,+-0.001
290.0,4598,0.8613,0.9839,+-0.01,0.0003,+-0.001,+-0.001
290.0,4690,0.8891,0.985,+-0.01,0.0003,+-0.001,+-0.001
290.0,4824,0.9244,0.9869,+-0.01,0.0003,+-0.001,+-0.001
