"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80,15.67,0.0,0.0,,,,
80,179.8,0.11,0.921,,,,
80,195.55,0.1265,0.9297,,,,
80,220.05,0.1498,0.9391,,,,
80,239.02,0.167,0.9449,,,,
80,250.1,0.1755,0.9472,,,,
80,271.27,0.2062,0.9539,,,,
80,291.6,0.2247,0.9572,,,,
80,310.2,0.2459,0.96,,,,
80,335.92,0.2726,0.9644,,,,
80,354.6,0.2941,0.9662,,,,
80,381.64,0.3342,0.9698,,,,
80,405.11,0.3618,0.9725,,,,
80,437.0,0.3986,0.9742,,,,
80,460.95,0.4294,0.9754,,,,
80,482.96,0.4666,0.9776,,,,
80,506.25,0.5051,0.9793,,,,
80,533.32,0.5522,0.9816,,,,
80,553.35,0.5946,0.983,,,,
80,575.55,0.636,0.9845,,,,
80,593.47,0.6723,0.9858,,,,
80,612.6,0.715,0.9872,,,,
80,631.5,0.7562,0.9886,,,,
80,644.0,0.775,0.9885,,,,
80,652.95,0.8036,0.9908,,,,
80,690.07,0.864,0.9931,,,,
80,708.04,0.8992,0.9953,,,,
80,720.02,0.9225,0.9964,,,,
80,740.85,0.9602,0.9982,,,,
80,760.31,1.0,1.0,,,,
