"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
72.26,334.8,0.02,,+-0.05,+-1,1%,1%
81.73,519.8,0.02,,+-0.05,+-1,1%,1%
90.48,739.9,0.02,,+-0.05,+-1,1%,1%
95.02,880.5,0.02,,+-0.05,+-1,1%,1%
100.7,1082.4,0.02,,+-0.05,+-1,1%,1%
69.67,400.0,0.06,,+-0.05,+-1,1%,1%
77.68,584.6,0.06,,+-0.05,+-1,1%,1%
83.58,755.3,0.06,,+-0.05,+-1,1%,1%
88.24,904.0,0.06,,+-0.05,+-1,1%,1%
92.94,1092.1,0.06,,+-0.05,+-1,1%,1%
65.88,390.0,0.2,,+-0.05,+-1,1%,1%
81.82,753.2,0.2,,+-0.05,+-1,1%,1%
85.61,889.3,0.2,,+-0.05,+-1,1%,1%
91.13,1088.2,0.2,,+-0.05,+-1,1%,1%
96.01,1284.1,0.2,,+-0.05,+-1,1%,1%
65.28,390.0,0.3,,+-0.05,+-1,1%,1%
94.03,753.2,0.3,,+-0.05,+-1,1%,1%
85.36,891.3,0.3,,+-0.05,+-1,1%,1%
90.74,1088.2,0.3,,+-0.05,+-1,1%,1%
95.36,1284.1,0.3,,+-0.05,+-1,1%,1%
64.88,390.0,0.4,,+-0.05,+-1,1%,1%
80.66,753.2,0.4,,+-0.05,+-1,1%,1%
84.85,892.5,0.4,,+-0.05,+-1,1%,1%
90.14,1088.2,0.4,,+-0.05,+-1,1%,1%
94.77,1284.1,0.4,,+-0.05,+-1,1%,1%
69.5,489.1,0.6,,+-0.05,+-1,1%,1%
79.81,749.3,0.6,,+-0.05,+-1,1%,1%
84.03,884.6,0.6,,+-0.05,+-1,1%,1%
89.47,1089.2,0.6,,+-0.05,+-1,1%,1%
93.91,1283.0,0.6,,+-0.05,+-1,1%,1%
69.39,489.1,0.7,,+-0.05,+-1,1%,1%
79.72,749.3,0.7,,+-0.05,+-1,1%,1%
84.01,884.6,0.7,,+-0.05,+-1,1%,1%
89.34,1089.2,0.7,,+-0.05,+-1,1%,1%
93.79,1283.0,0.7,,+-0.05,+-1,1%,1%
69.56,489.1,0.8,,+-0.05,+-1,1%,1%
79.85,749.3,0.8,,+-0.05,+-1,1%,1%
84.05,884.6,0.8,,+-0.05,+-1,1%,1%
89.51,1089.2,0.8,,+-0.05,+-1,1%,1%
94.07,1283.0,0.8,,+-0.05,+-1,1%,1%
62.28,334.8,0.9,,+-0.05,+-1,1%,1%
71.67,519.8,0.9,,+-0.05,+-1,1%,1%
80.28,741.1,0.9,,+-0.05,+-1,1%,1%
84.6,880.5,0.9,,+-0.05,+-1,1%,1%
90.02,1082.4,0.9,,+-0.05,+-1,1%,1%
63.39,334.8,1.0,,+-0.05,+-1,1%,1%
72.78,519.8,1.0,,+-0.05,+-1,1%,1%
81.35,740.7,1.0,,+-0.05,+-1,1%,1%
85.7,880.5,1.0,,+-0.05,+-1,1%,1%
91.12,1082.4,1.0,,+-0.05,+-1,1%,1%
