"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
338.15,0.995,0.0,0.0,0.05,0.005,,
338.15,1.133,0.104,0.194,0.05,0.005,,
338.15,1.219,0.153,0.276,0.05,0.005,,.
338.15,1.334,0.247,0.398,0.05,0.005,,
338.15,1.626,0.415,0.591,0.05,0.005,,
338.15,1.766,0.497,0.665,0.05,0.005,,
338.15,1.926,0.594,0.744,0.05,0.005,,
338.15,1.999,0.633,0.777,0.05,0.005,,
338.15,2.052,0.664,0.796,0.05,0.005,,
338.15,2.18,0.732,0.845,0.05,0.005,,
338.15,2.328,0.829,0.895,0.05,0.005,,
338.15,2.437,0.88,0.925,0.05,0.005,,
338.15,2.704,1.0,1.0,0.05,0.005,,
