"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
473.15,10,0.0145,0.9994,0.2,+-0.1,,
473.15,20,0.0285,0.9997,0.2,+-0.1,,
473.15,30,0.0433,0.9997,0.2,+-0.1,,
473.15,40,0.0587,0.9998,0.2,+-0.1,,
473.15,50,0.0737,0.9998,0.2,+-0.1,,
