"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
328.15,42.059,0.0,0.0,,0.009,,
328.15,41.523,0.0933,0.0744,,0.009,,
328.15,40.873,0.1618,0.1182,,0.009,,
328.15,40.133,0.2292,0.154,,0.009,,
328.15,39.126,0.3067,0.1907,,0.009,,
328.15,38.39,0.3579,0.2139,,0.009,,
328.15,37.714,0.4022,0.2333,,0.009,,
328.15,36.908,0.4494,0.2539,,0.009,,
328.15,36.458,0.476,0.2654,,0.009,,
328.15,35.513,0.5242,0.2858,,0.009,,
328.15,34.561,0.5705,0.3099,,0.009,,
328.15,33.596,0.6141,0.3329,,0.009,,
328.15,32.693,0.6493,0.3542,,0.009,,
328.15,31.776,0.682,0.3752,,0.009,,
328.15,30.428,0.7271,0.4071,,0.009,,
328.15,28.544,0.7797,0.4549,,0.009,,
328.15,26.682,0.8251,0.5034,,0.009,,
328.15,24.454,0.8705,0.5727,,0.009,,
328.15,22.315,0.9084,0.6483,,0.009,,
328.15,20.122,0.9425,0.741,,0.009,,
328.15,18.961,0.9588,0.798,,0.009,,
328.15,17.866,0.9734,0.8586,,0.009,,
328.15,15.739,1.0,1.0,,0.009,,
