"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
60,29.7,0.0855,0.183,,,,
60,41.3,0.251,0.429,,,,
60,51.5,0.377,0.548,,,,
60,57.3,0.453,0.609,,,,
60,64.5,0.544,0.658,,,,
60,68.0,0.586,0.672,,,,
60,70.4,0.62,0.683,,,,
